"Date/Time","Optimal Electric Demand kWh (Student 013 > Electric Meter) [(kWh)]","Predicted Electric Demand kWh (Student 013 > Electric Meter) [(kWh)]"
"2016-05-22 09:00:00",58.1975,67.0284625
"2016-05-22 17:00:00",57.96875,65.4386875
"2016-05-23 01:00:00",55.765,58.299125
"2016-05-23 09:00:00",141.65375,145.3171125
"2016-05-23 17:00:00",192.55125,195.228175
"2016-05-24 01:00:00",123.93,134.8166625
"2016-05-24 09:00:00",168.52625,165.9792
"2016-05-24 17:00:00",206.64875,209.4407875
"2016-05-25 01:00:00",93.4925,84.4094125
"2016-05-25 09:00:00",112.94875,135.5638625
"2016-05-25 17:00:00",129.695,151.224425
"2016-05-26 01:00:00",75.36125,87.9080875
"2016-05-26 09:00:00",132.49,141.3614
"2016-05-26 17:00:00",174.26,179.393725
"2016-05-27 01:00:00",86.2525,91.50985
"2016-05-27 09:00:00",131.0525,139.7141
"2016-05-27 17:00:00",161.775,174.1018625
"2016-05-28 01:00:00",83.82875,88.93855
"2016-05-28 09:00:00",74.25125,76.2023375
"2016-05-28 17:00:00",69.44875,74.9989875
"2016-05-29 01:00:00",67.53375,71.7552375
"2016-05-29 09:00:00",77.90125,74.230175
"2016-05-29 17:00:00",69.40875,66.6757875
"2016-05-30 01:00:00",62.83125,67.118625
"2016-05-30 09:00:00",155.05625,161.1401625
"2016-05-30 17:00:00",179.59,217.586075
"2016-05-31 01:00:00",97.34625,110.841725
"2016-05-31 09:00:00",145.25,139.9423125
"2016-05-31 17:00:00",193.185,193.5783625
"2016-06-01 01:00:00",110.45625,101.213925
"2016-06-01 09:00:00",125.795,137.7765875
"2016-06-01 17:00:00",163.03125,174.111875
"2016-06-02 01:00:00",87.69375,87.5946625
"2016-06-02 09:00:00",130.14125,134.1989125
"2016-06-02 17:00:00",142.0375,154.9919375
"2016-06-03 01:00:00",78.605,90.486275
"2016-06-03 09:00:00",139.33125,142.389475
"2016-06-03 17:00:00",203.73875,203.6342375
"2016-06-04 01:00:00",108.93375,115.3578375
"2016-06-04 09:00:00",79.3775,82.252825
"2016-06-04 17:00:00",56.4025,70.0994375
"2016-06-05 01:00:00",58.34375,64.539275
"2016-06-05 09:00:00",62.7575,73.4687625
"2016-06-05 17:00:00",57.17625,66.7411375
"2016-06-06 01:00:00",61.42875,67.640125
"2016-06-06 09:00:00",193.75125,175.2402
"2016-06-06 17:00:00",192.62875,203.1751
"2016-06-07 01:00:00",101.4675,96.172175
"2016-06-07 09:00:00",143.76,135.9524625
"2016-06-07 17:00:00",194.40375,177.0374875
"2016-06-08 01:00:00",91.3825,100.4000375
"2016-06-08 09:00:00",133.2675,139.9151375
"2016-06-08 17:00:00",187.3825,194.5578125
"2016-06-09 01:00:00",110.275,108.1191625
"2016-06-09 09:00:00",130.855,135.7375875
"2016-06-09 17:00:00",178.2725,180.6732875
"2016-06-10 01:00:00",96.04125,101.5402375
"2016-06-10 09:00:00",135.49375,131.934175
"2016-06-10 17:00:00",178.525,161.45375
"2016-06-11 01:00:00",80.6875,89.785
"2016-06-11 09:00:00",67.39625,69.9269625
"2016-06-11 17:00:00",72.485,74.6864375
"2016-06-12 01:00:00",69.92375,69.0546875
"2016-06-12 09:00:00",72.74,72.4917375
"2016-06-12 17:00:00",64.03375,66.5217375
"2016-06-13 01:00:00",63.07375,70.13545
"2016-06-13 09:00:00",185.545,179.1337875
"2016-06-13 17:00:00",193.905,223.3123625
"2016-06-14 01:00:00",109.45375,110.22015
"2016-06-14 09:00:00",160.96125,147.5371875
"2016-06-14 17:00:00",229.73125,214.7990125
"2016-06-15 01:00:00",115.09625,105.367525
"2016-06-15 09:00:00",172.065,161.7020375
"2016-06-15 17:00:00",235.0825,245.47735
"2016-06-16 01:00:00",135.19875,152.8099875
"2016-06-16 09:00:00",135.85,145.227625
"2016-06-16 17:00:00",211.08875,198.689875
"2016-06-17 01:00:00",110.23875,115.7501
"2016-06-17 09:00:00",150.045,157.58375
"2016-06-17 17:00:00",179.72125,210.1951
"2016-06-18 01:00:00",98.66375,99.929025
"2016-06-18 09:00:00",84.79875,83.2129125
"2016-06-18 17:00:00",60.595,70.0502375
"2016-06-19 01:00:00",71.14375,69.8516
"2016-06-19 09:00:00",75.4675,74.3707
"2016-06-19 17:00:00",64.28875,65.9684
"2016-06-20 01:00:00",58.39,61.706975
"2016-06-20 09:00:00",164.67,156.48225
"2016-06-20 17:00:00",190.875,202.7535375
"2016-06-21 01:00:00",105.34375,109.393375
"2016-06-21 09:00:00",157.18625,144.8477375
"2016-06-21 17:00:00",217.87,216.3726375
"2016-06-22 01:00:00",120.1675,125.6376625
"2016-06-22 09:00:00",164.24125,153.05105
"2016-06-22 17:00:00",239.85875,228.6736125
"2016-06-23 01:00:00",135.80875,127.39255
"2016-06-23 09:00:00",158.46625,147.955675
"2016-06-23 17:00:00",214.615,205.74815
"2016-06-24 01:00:00",124.01125,100.948375
"2016-06-24 09:00:00",143.0175,152.0330125
"2016-06-24 17:00:00",176.44125,205.5055375
"2016-06-25 01:00:00",97.9425,100.8955625
